,Psi,r(Psi),f_mu(Psi),f_sigma(Psi)
409,4.936536536536537,-0.581258816275856,-3.3430406431762054,2.5885760316673085
410,4.948508508508509,-0.5828207478602357,-3.360484728743188,2.5919687528247786
411,4.960480480480481,-0.5843782152173529,-3.377950894626675,2.595359012634095
412,4.972452452452453,-0.5859312417941585,-3.395439097120463,2.5987468170058943
413,4.984424424424425,-0.5874798508591129,-3.4129492926918097,2.6021321718278494
414,4.996396396396396,-0.5890240655039632,-3.4304814379803994,2.605515082964771
415,5.008368368368369,-0.5905639086455005,-3.448035489797333,2.608895556258733
416,5.020340340340341,-0.5920994030272901,-3.4656114051240636,2.612273597529153
417,5.032312312312313,-0.5936305712213906,-3.4832091411114483,2.615649212572936
418,5.044284284284285,-0.5951574356300435,-3.5008286550787266,2.61902240716457
419,5.0562562562562565,-0.5966800184873424,-3.518469904512496,2.622393187056227
420,5.068228228228229,-0.5981983418608894,-3.5361328470657796,2.6257615579778846
421,5.080200200200201,-0.5997124276534236,-3.553817440557023,2.6291275256374314
422,5.092172172172172,-0.6012222976044314,-3.571523642969108,2.632491095720765
423,5.104144144144144,-0.6027279732917447,-3.5892514124484647,2.6358522738919237
424,5.116116116116117,-0.6042294761331036,-3.6070007073039894,2.6392110657931522
425,5.128088088088089,-0.6057268273877223,-3.6247714860062428,2.642567477045056
426,5.140060060060061,-0.6072200481578167,-3.642563707186417,2.6459215132466722
427,5.152032032032032,-0.6087091593901226,-3.6603773296354207,2.649273179975586
428,5.1640040040040045,-0.6101941818773967,-3.6782123123029717,2.652622482788036
429,5.175975975975977,-0.6116751362598972,-3.696068614296679,2.6559694272190213
430,5.187947947947948,-0.613152043026849,-3.7139461948811467,2.65931401878241
431,5.19991991991992,-0.6146249225178808,-3.7318450134769683,2.6626562629710038
432,5.211891891891892,-0.6160937949244677,-3.74976502965999,2.6659961652567015
433,5.223863863863865,-0.6175586802913359,-3.767706203160327,2.6693337310905636
434,5.235835835835837,-0.6190195985178586,-3.7856684938614915,2.6726689659029206
435,5.247807807807808,-0.6204765693594347,-3.803651861799502,2.6760018751034664
436,5.25977977977978,-0.621929612428855,-3.821656267162062,2.6793324640813814
437,5.2717517517517525,-0.6233787471976453,-3.839681670287639,2.682660738205403
438,5.283723723723724,-0.6248239929974004,-3.857728031664649,2.685986702823951
439,5.295695695695696,-0.626265369021102,-3.875795311930622,2.6893103632652204
440,5.307667667667668,-0.627702894324415,-3.893883471871317,2.6926317248372755
441,5.31963963963964,-0.6291365878269708,-3.9119924724198487,2.695950792828129
442,5.331611611611613,-0.6305664683136497,-3.9301222746560045,2.6992675725058963
443,5.343583583583584,-0.6319925544358224,-3.9482728398052402,2.702582069118823
444,5.355555555555556,-0.6334148647126011,-3.9664441292379853,2.705894287895433
445,5.367527527527528,-0.634833417532066,-3.98463610446881,2.7092042340446096
446,5.3794994994995,-0.6362482311524706,-4.002848727155532,2.712511912755669
447,5.391471471471472,-0.6376593237034527,-4.021081959098555,2.7158173291984933
448,5.403443443443444,-0.6390667131872095,-4.039335762239945,2.7191204885235947
449,5.415415415415416,-0.6404704174796783,-4.0576100986627495,2.7224213958622316
450,5.427387387387388,-0.6418704543316908,-4.0759049305901565,2.7257200563264923
451,5.43935935935936,-0.6432668413701174,-4.094220220384702,2.72901647500938
452,5.451331331331332,-0.644659596099003,-4.1125559305475345,2.7323106569849167
453,5.463303303303304,-0.6460487359006876,-4.130912023717658,2.7356026073082393
454,5.475275275275275,-0.6474342780369101,-4.14928846267114,2.738892331015681
455,5.4872472472472476,-0.6488162396499055,-4.167685210320364,2.742179833124865
456,5.49921921921922,-0.6501946377634881,-4.186102229713301,2.745465118634797
457,5.511191191191192,-0.6515694892841194,-4.204539484032746,2.7487481925259596
458,5.523163163163164,-0.6529408110019722,-4.2229969365956235,2.7520290597604062
459,5.535135135135135,-0.6543086195919674,-4.241474550852143,2.7553077252818166
460,5.547107107107108,-0.6556729316148204,-4.259972290385224,2.758584194015638
461,5.55907907907908,-0.6570337635180556,-4.278490118909643,2.7618584708691305
462,5.571051051051051,-0.6583911316370276,-4.297028000271435,2.7651305607314893
463,5.583023023023023,-0.659745052195911,-4.315585898447045,2.7684004684738928
464,5.5949949949949955,-0.6610955413087046,-4.334163777542795,2.7716681989496426
465,5.606966966966968,-0.662442614980195,-4.352761601793975,2.7749337569941837
466,5.61893893893894,-0.6637862891069376,-4.371379335564333,2.778197147425252
467,5.630910910910911,-0.6651265794782095,-4.390016943345292,2.7814583750429285
468,5.642882882882883,-0.6664635017769553,-4.408674389755262,2.7847174446297247
469,5.654854854854856,-0.6677970715807273,-4.427351639538995,2.787974360950678
470,5.666826826826827,-0.6691273043626116,-4.4460486575668945,2.7912291287534354
471,5.678798798798799,-0.6704542154921399,-4.46476540883429,2.794481752768314
472,5.690770770770771,-0.6717778202362071,-4.483501858460898,2.797732237708432
473,5.7027427427427435,-0.6730981337599583,-4.502257971690033,2.8009805882697427
474,5.714714714714716,-0.6744151711276813,-4.521033713888029,2.804226809131152
475,5.726686686686687,-0.6757289473036807,-4.53982905054352,2.807470904954572
